CATEGORY,"ITEM NAME","ITEM CODE",UOM,QUANTITY,"SUB COST PRICE","TOTAL COST PRICE",WPP,"STD PRICE TO TRADE","STD PRICE TO COD","PRICE TO DISTRIBUTORS"
OTM,"OT ARMAK ELECTRICAL TAPE SMALL WHITE 10/1",HW-OT-024,Tube,0,,,0,,,
OTM,"OT ORO LED 3W DL (DAY LIGHT) 10/1",HW-OT-194,Pack,0,,,0,,,
OTM,"OT ARMAK ELECTRICAL TAPE SMALL YELLOW 10/1",HW-OT-025,Tube,0,,,0,,,
OTM,"OT ORO LED 5W DL (DAY LIGHT) 10/1",HW-OT-195,Pack,0,,,0,,,
OTM,"OT ARMAK MASKING TAPE (18MMX25Y) 3/4"" 16/1",HW-OT-026,Tube,0,,,0,,,
OTM,"OT ORO LED 7W DL (DAY LIGHT) 10/1",HW-OT-196,Pack,0,,,0,,,
OTM,"OT ARMAK MASKING TAPE (24MMX25Y) 1"" 12/1",HW-OT-027,Tube,0,,,0,,,
OTM,"OT ORO LED 9W DL (DAY LIGHT) 10/1",HW-OT-197,Pack,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 12MM X 100YRD 12/1",HW-OT-028,Pack,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 12MM X 25YRDS 12/1",HW-OT-029,Pack,0,,,0,,,
OTM,"OT ORO LED 12W DL (DAY LIGHT) 10/1",HW-OT-198,Pack,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 12MM X 50YRD 8/1",HW-OT-030,Pack,0,,,0,,,
OTM,"OT PANASONIC OUTLET WIDE SERIES (WEG1001-5) 10/1",HW-OT-199,Carton,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 18MM X 100YRD 8/1",HW-OT-031,Pack,0,,,0,,,
OTM,"OT PANASONIC STANDARD T-OUTLET (WN1001-7K) 10/1",HW-OT-200,Carton,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 18MM X 50YRD 8/1",HW-OT-032,Pack,0,,,0,,,
OTM,"OT PANASONIC STANDARD WALL PLATE 3 GANG (WNF6202W-8) 10/1",HW-OT-201,Carton,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 24MM X 25YRD 6/1",HW-OT-033,Pack,0,,,0,,,
OTM,"OT PANASONIC WALL PLATE 3GANG WIDE SERIES (WEG6803W-1) 10/1",HW-OT-202,Carton,0,,,0,,,
OTM,"OT ARMAK STATIONARY TAPE 24MM X 50YRD 6/1",HW-OT-034,Pack,0,,,0,,,
OTM,"OT PANCLUB MASKING TAPE 1 1/2"" 32/1 (36MM) 8/1",HW-OT-203,Tube,0,,,0,,,
OTM,"OT BATTERY TERMINAL ORION HEAVY DUTY 20/1",HW-OT-035,Pack,0,,,0,,,
OTM,"OT PANCLUB MASKING TAPE 1"" 48/BOX (24MM) 12/1",HW-OT-204,Tube,0,,,0,,,
OTM,"OT BRASS FAUCET HOSE BIBB 12/1",HW-OT-036,Carton,0,,,0,,,
otm,"OT PANCLUB MASKING TAPE 1/2"" 96/BOX (12MM) 24/1",HW-OT-205,Tube,0,,,0,,,
OTM,"OT BRASS FAUCET PLAIN BIBB 12/1",HW-OT-037,Carton,0,,,0,,,
OTM,"OT PANCLUB MASKING TAPE 1/4"" 192/1 (6MM) 48/1",HW-OT-206,Tube,0,,,0,,,
OTM,"OT CES LAQUER THINNER 24X350ML ",HW-OT-038,Carton,0,,,0,,,
OTM,"OT CES PAINT THINNER 24X350ML",HW-OT-039,Carton,0,,,0,,,
OTM,"OT CROCO BABY ROLLER BRUSH FOAM REFILL 100/1",HW-OT-040,Carton,0,,,0,,,
OTM,"OT PANCLUB MASKING TAPE 2"" 24/1 (48MM) 6/1",HW-OT-207,Tube,0,,,0,,,
OTM,"OT PANCLUB MASKING TAPE 3/4"" 64/1 (18MM) 16/1",HW-OT-208,Tube,0,,,0,,,
OTM,"OT CROCO ROLLER BRUSH W/HANDLE #9 60/1",HW-OT-047,Carton,0,,,0,,,
OTM,"OT DIAMOND TILE CUTTER 4 MAKITA 20/1",HW-OT-048,Pack,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 1 1/2""  24 DZNS 1 DZ/1",HW-OT-209,Carton,0,,,0,,,
OTM,"OT DORMER DRILL BIT 1/8 ORD 10/1",HW-OT-049,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 1"" 36DZNS/MB 1 DZ/1",HW-OT-210,Carton,0,,,0,,,
OTM,"OT DORMER DRILL BIT 3/16 ORD 10/1",HW-OT-050,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 1/2"" 36/DZNS/MB 1 DZ/1",HW-OT-211,Carton,0,,,0,,,
OTM,"OT DORMER DRILL BIT CLASS A 1/4 10/1",HW-OT-051,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 2 1/2"" 24 DZNS 1 DZ/1",HW-OT-212,Carton,0,,,0,,,
OTM,"OT DORMER DRILL BIT CLASS A 5X32 10/1",HW-OT-052,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 2"" 24 DZNS/MB 1 DZ/1",HW-OT-213,Carton,0,,,0,,,
OTM,"OT DORMER HSS DRILL BIT 1/2 10/1",HW-OT-053,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 3"" 12 DZNS/MB 1 DZ/1",HW-OT-214,Carton,0,,,0,,,
OTM,"OT DORMER HSS DRILL BIT 1/4 10/1",HW-OT-054,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 3/4"" 36 DZNS/MB 1 DZ/1",HW-OT-215,Carton,0,,,0,,,
OTM,"OT DORMER HSS DRILL BIT 1/8 10/1",HW-OT-055,Carton,0,,,0,,,
OTM,"OT PANCLUB PAINT BRUSH 4"" 12 DZNS/MB 1 DZ/1",HW-OT-216,Carton,0,,,0,,,
OTM,"OT PICUS BLIND RIVET 1/8 X 3/8",HW-OT-217,Carton,0,,,0,,,
OTM,"OT PICUS BLIND RIVET 3/16 X 1/2",HW-OT-218,Carton,0,,,0,,,
OTM,"OT PICUS BLIND RIVET 5/32 X 1/2",HW-OT-219,Carton,0,,,0,,,
OTM,"OT PIG DRINKER FAUCET BRASS 5/1",HW-OT-220,Pack,0,,,0,,,
OTM,"OT CROCO HAND GLOVES C. ORANGE 12/1",HW-OT-041,Pack,0,,,0,,,
OTM,"OT CROCO PAINT BRUSH 1/2"" 36/1",HW-OT-042,Carton,0,,,0,,,
OTM,"OT CROCO PAINT BRUSH 1"" 24/1",HW-OT-043,Carton,0,,,0,,,
OTM,"OT CROCO PAINT BRUSH 1 1/2"" 12/1",HW-OT-044,Carton,0,,,0,,,
OTM,"OT CROCO PAINT BRUSH 2"" 12/1",HW-OT-045,Carton,0,,,0,,,
OTM,"OT CROCO PAINT BRUSH 3/4"" 12/1",HW-OT-046,Carton,0,,,0,,,
OTM,"OT DORMER HSS DRILL BIT 3/16 10/1",HW-OT-056,Carton,0,,,0,,,
OTM,"OT DORMER HSS DRILL BIT 5/16 10/1",HW-OT-057,Carton,0,,,0,,,
OTM,"OT DORMER HSS DRILL BIT 5/32 10/1",HW-OT-058,Carton,0,,,0,,,
OTM,"OT PIG DRINKER FAUCET CHROME 5/1",HW-OT-221,Pack,0,,,0,,,
OTM,"OT EAGLE FUSE 30AMP 100/1",HW-OT-059,Pack,0,,,0,,,
OTM,"OT PUTTY KNIFE W/OUT HANDLE 12/1",HW-OT-222,Pack,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #100 100/1",HW-OT-060,Ream,0,,,0,,,
OTM,"OT PVC BALL VALVE 1/2 PLAIN 20/1",HW-OT-223,Pack,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #1000 100/1",HW-OT-061,Ream,0,,,0,,,
OTM,"OT PVC ELBOW THREADED 1/2 50/1",HW-OT-224,Pack,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #120 100/1",HW-OT-062,Ream,0,,,0,,,
OTM,"OT PVC FEMALE ADAPTOR 1/2 BLUE 50/1",HW-OT-225,Pack,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #1200 100/1",HW-OT-063,Ream,0,,,0,,,
OTM,"OT PVC FLOOR DRAIN 20/1",HW-OT-226,Pack,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #150 100/1",HW-OT-064,Ream,0,,,0,,,
OTM,"OT PVC MAGNETIC CATCHIES MEITIAN 24/1",HW-OT-227,Carton,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #180 100/1",HW-OT-065,Ream,0,,,0,,,
OTM,"OT PVC MALE ADAPTOR 1/2 BLUE 50/1",HW-OT-228,Pc,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #240 100/1",HW-OT-066,Ream,0,,,0,,,
OTM,"OT QDE ALUMINUM LOTUS 6/1",HW-OT-229,Carton,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #400 100/1",HW-OT-067,Ream,0,,,0,,,
OTM,"OT ROSCO MASONRY BIT 1/8""",HW-OT-230,Pc,0,,,0,,,
OTM,"OT EAGLE SANDPAPER #600 100/1",HW-OT-068,Ream,0,,,0,,,
OTM,"OT ROSCO MASONRY BIT 3/16""",HW-OT-231,Pc,0,,,0,,,
OTM,"OT EASY TITE BODY FILLER 1L 4/1",HW-OT-069,Carton,0,,,0,,,
OTM,"OT SAHARA WATER PROOFING CEMENT 32/1",HW-OT-232,Carton,0,,,0,,,
OTM,"OT EGRET PADLOCK 35MM 12/1",HW-OT-070,Carton,0,,,0,,,
OTM,"OT EPOXY DEVCON 56.8 GRAMS 12/1",HW-OT-071,Carton,0,,,0,,,
OTM,"OT EPOXY DEVCON SMALL 20 GRAMS 24/1",HW-OT-072,Carton,0,,,0,,,
OTM,"OT EUROLUX C0-10 2G",HW-OT-073,Pc,0,,,0,,,
OTM,"OT EUROLUX P-10 LIGHT DUTY RUBBER PLUG 20/1",HW-OT-074,Carton,0,,,0,,,
OTM,"OT EUROLUX RS-10 12/1",HW-OT-075,Carton,0,,,0,,,
OTM,"OT EVOBOND SUPER GLUE 3 GRMS. 24/1",HW-OT-076,Carton,0,,,0,,,
OTM,"OT FLEXIBLE HOSE STAINLESS 1/2X1/2X12 10/1",HW-OT-077,Carton,0,,,0,,,
OTM,"OT FLEXIBLE HOSE STAINLESS 3/8X1/2X18 10/1",HW-OT-078,Carton,0,,,0,,,
OTM,"OT G.I COUPLING 1/2"" 20/1",HW-OT-079,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2 X 2 1/2"" 20/1",HW-OT-080,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2"" X 10"" 10/1",HW-OT-081,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2"" X 12"" 5/1",HW-OT-082,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2"" X 2"" 20/1",HW-OT-083,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2"" X 5"" 20/1",HW-OT-084,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2"" X 8"" 5/1",HW-OT-085,Carton,0,,,0,,,
OTM,"OT G.I NIPPLE 1/2X4 20/1",HW-OT-086,Carton,0,,,0,,,
OTM,"OT G.I. CAP 1/2 20/1",HW-OT-087,Pack,0,,,0,,,
OTM,"OT GATE VALVE BRASS HD 1/2"" CHINA",HW-OT-088,Pc,0,,,0,,,
OTM,"OT GLOBE PAINT BRUSH PREMIUM RED HANDLE1/2 12/1",HW-OT-089,Carton,0,,,0,,,
OTM,"OT SAKURA SURFACE TUMBLER SWITCH SKR 736 24/1",HW-OT-233,Carton,0,,,0,,,
OTM,"OT GLOBE PAINT BRUSH PREMIUM RED HANDLE 3/4 12/1",HW-OT-090,Carton,0,,,0,,,
OTM,"OT GOLDEN BRIDGE WELDING ROD STAINLESS 3/32 (2KG/PACK) 8/1",HW-OT-091,Carton,0,,,0,,,
OTM,"OT SANDFLEX BAHCO HACKSAW BLADE 18T 100/1",HW-OT-234,Carton,0,,,0,,,
OTM,"OT GOLDEN CUP CHINA LOOSE PIN HINGES 3.5X3.5 20/1",HW-OT-092,Pack,0,,,0,,,
OTM,"OT GOLDEN CUP CHINA LOOSE PIN HINGES 4X4 20/1",HW-OT-093,Pack,0,,,0,,,
OTM,"OT SANDFLEX BAHCO HACKSAW BLADE 24T 100/1",HW-OT-235,Carton,0,,,0,,,
OTM,"OT SEIKO ELECTRODE  HOLDER 500 AMP",HW-OT-236,Pc,0,,,0,,,
OTM,"OT HANVIT TEFLON TAPE 1"" 25MM 10MTRS 30/1",HW-OT-094,Carton,0,,,0,,,
OTM,"OT HANVIT TEFLON TAPE 1/2"" 12MM 10MTRS 60/1",HW-OT-095,Carton,0,,,0,,,
OTM,"OT HANVIT TEFLON TAPE 3/4"" 19MM 10MTRS 40/1",HW-OT-096,Carton,0,,,0,,,
OTM,"OT HI TECH PAINT ROLLER BRUSH #7 48/1",HW-OT-097,Carton,0,,,0,,,
OTM,"OT HI-TEK BABY R BRUSH COTTON 4 W/H 100/1",HW-OT-098,Carton,0,,,0,,,
OTM,"OT SEIKO ELECTRODE HOLDER 300 AMP",HW-OT-237,Pc,0,,,0,,,
OTM,"OT SHARK PBV12 PVC BALL VALVE 1/2 PLAIN 20/1",HW-OT-238,Pack,0,,,0,,,
OTM,"OT HIGH PRESSURE SPRAY GUN SUCTION",HW-OT-099,Pc,0,,,0,,,
OTM,"OT SHARPENING STONE CARBURANDUM 6 10/1",HW-OT-239," 44.00 ",0,,,0,,,
OTM,"OT HINGES LOOSE PIN 3-1/2X3-1/2 STANLEY 6/1",HW-OT-100,Carton,0,,,0,,,
OTM,"OT SHARPENING STONE HAMBURG 10/1",HW-OT-240,Pack,0,,,0,,,
OTM,"OT HOSE COUPLING 1/2 12/1",HW-OT-101,Carton,0,,,0,,,
OTM,"OT SHERMAN SOLVENT CEMENT 100CC 120/1",HW-OT-241,Carton,0,,,0,,,
OTM,"OT SHERMAN SOLVENT CEMENT 200CC 64/1",HW-OT-242,Carton,0,,,0,,,
OTM,"OT HOSE NOZZLE BRASS 20/1",HW-OT-102,Pack,0,,,0,,,
OTM,"OT SHERMAN SOLVENT CEMENT 400CC 48/1",HW-OT-243,Carton,0,,,0,,,
OTM,"OT HYPERTECH FLAT CORD WIRE #18 WHITE",HW-OT-103,Roll,0,,,0,,,
OTM,"OT IRWIN DIAMOND WHEEL 4"" TURBO BLUE 10/1",HW-OT-104,Carton,0,,,0,,,
OTM,"OT IRWIN DIAMOND WHEEL 4"" SEGMENTED RED 10/1",HW-OT-105,Carton,0,,,0,,,
OTM,"OT IRWIN DIAMOND TILE CUTTER SEGMENTED BLUE 10/1",HW-OT-106,Carton,0,,,0,,,
OTM,"OT SJ PVC BLUE TEE 1/2"" PLAIN 50/1",HW-OT-244,Pack,0,,,0,,,
OTM,"OT IRWIN MASONRY BIT 1/4 6.5MM X10 10/1",HW-OT-107,Pack,0,,,0,,,
OTM,"OT SJ PVC ELBOW THREADED 1/2 BLUE 50/1",HW-OT-245,Pack,0,,,0,,,
OTM,"OT IRWIN MASONRY BIT 1/8 3.0MMX70 10/1",HW-OT-108,Pack,0,,,0,,,
OTM,"OT IRWIN MASONRY BIT 5/16 8.0MMX120 10/1",HW-OT-109,Pack,0,,,0,,,
OTM,"OT IRWIN MASONRY BIT 5/32 4MM 10/1",HW-OT-110,Pack,0,,,0,,,
OTM,"OT SJ PVC MALE ADAPTOR 1/2 BLUE 50/1",HW-OT-246,Pack,0,,,0,,,
OTM,"OT JOPEX BC01W 100/1",HW-OT-111,Carton,0,,,0,,,
OTM,"OT SJ PVC TEE THREADED 1/2 BLUE 50/1",HW-OT-247,Pack,0,,,0,,,
OTM,"OT JUNCTION BOX PVC ORANGE 4X4 W/ COVER 100/1",HW-OT-112,Carton,0,,,0,,,
OTM,"OT KAJIMA CLAW HAMMER FIBER GLASS 12/1",HW-OT-113,Carton,0,,,0,,,
OTM,"OT KAJIMA DOOR HINGES 4X4 6/1",HW-OT-114,Carton,0,,,0,,,
OTM,"OT SKR 101 FEMALE PLUG BASE SAKURA 50/1",HW-OT-248,Carton,0,,,0,,,
OTM,"OT KAJIMA LOCKSET 587-SS (STAINLESS STEEL) 6/1",HW-OT-115,Carton,0,,,0,,,
OTM,"OT KAJIMA LOCKSET 588-PB (POLISH BRASS) 6/1",HW-OT-116,Carton,0,,,0,,,
OTM,"OT SKR 2022 2G BAKELITE SOCKET SAKURA 30/1",HW-OT-249,Carton,0,,,0,,,
OTM,"OT KAJIMA LOOSE PIN HINGES 3.5X3.5 6/1",HW-OT-117,Carton,0,,,0,,,
OTM,"OT SKR 203 MALE PLUG ROUND TO FLAT 60/1",HW-OT-250,Carton,0,,,0,,,
OTM,"OT KAJIMA LOOSE PIN HINGES 4X4 6/1",HW-OT-118,Carton,0,,,0,,,
OTM,"OT SKR 205 UNIV. SOCKET ADAPTER SAKURA 20/1",HW-OT-251,Carton,0,,,0,,,
OTM,"OT KAWAGUCHI WIRE STAPLE 1 10/1",HW-OT-119,Carton,0,,,0,,,
OTM,"OT SKR 736 TUMBLER SWITCH 24/1",HW-OT-252,Carton,0,,,0,,,
OTM,"OT KAWAGUCHI WIRE STAPLE 1/2 10/1",HW-OT-120,Carton,0,,,0,,,
OTM,"OT SPEAKER WIRE #16",HW-OT-253,Roll,0,,,0,,,
OTM,"OT KAWAGUCHI WIRE STAPLE 3/4 10/1",HW-OT-121,Carton,0,,,0,,,
OTM,"OT KEMA MASONRY DRILL BIT 3/8 10/1",HW-OT-122,Pack,0,,,0,,,
OTM,"OT SPEAKER WIRE 18",HW-OT-254,Roll,0,,,0,,,
OTM,"OT KEMA PADLOCK 32MM 12/1",HW-OT-123,Carton,0,,,0,,,
OTM,"OT STAINLESS FLOOR DRAIN 15/1",HW-OT-255,Carton,0,,,0,,,
OTM,"OT KING DRAGON JETMATIC PUMP",HW-OT-124,Pc,0,,,0,,,
OTM,"OT KITCHEN SINK G.I. MEDIUM",HW-OT-125,Pc,0,,,0,,,
OTM,"OT STANLEY HAND RIVETER HEAVY DUTY 6/1",HW-OT-256,Carton,0,,,0,,,
OTM,"OT KNIFE SWITCH 30A FUSE TYPE 12/1",HW-OT-126,Pack,0,,,0,,,
OTM,"OT STANLEY HINGES LOOSE PIN BLISTERED 4X4 6/1",HW-OT-257,Carton,0,,,0,,,
OTM,"OT KWIKSET KW 400 POLO ANTIQUE BRASS 6/1 ",HW-OT-127,Pack,0,,,0,,,
OTM,"OT STANLEY HINGES LOOSE PIN 3-1/2X3-1/2 6/1",HW-OT-258,Pack,0,,,0,,,
OTM,"OT KWIKSET KW 400 POLO SATIN CHROME 6/1",HW-OT-128,Pack,0,,,0,,,
OTM,"OT KWIKSET KW 400 TYLO ANTIQUE BRASS 6/1",HW-OT-129,Pack,0,,,0,,,
OTM,"OT KWIKSET KW 400 TYLO POLISH CHROME 6/1",HW-OT-130,Pack,0,,,0,,,
OTM,"OT KWIKSET KW 400 TYLO SATIN CHROME 6/1",HW-OT-131,Pack,0,,,0,,,
OTM,"OT LANSCO RED CEMENT",HW-OT-132,Drum,0,,,0,,,
OTM,"OT LENOX 18T HACKSAW BLADE 100/1",HW-OT-133,Carton,0,,,0,,,
OTM,"OT LENOX 24T HACKSAW BLADE 100/1",HW-OT-134,Carton,0,,,0,,,
OTM,"OT LENOX HACKSAW FRAME W/ BLADE 5/1",HW-OT-135,Carton,0,,,0,,,
OTM,"OT STEEL BRUSH WOOD HANDLE 12/1",HW-OT-259,Carton,0,,,0,,,
OTM,"OT NARROW BUTT HINGES 505 B 1-1/2 10/1",HW-OT-136,Pack,0,,,0,,,
OTM,"OT NARROW BUTT HINGES 505-B 2"" 10/1",HW-OT-137,Pack,0,,,0,,,
OTM,"OT TOHO BALL VALVE 1/2 12/1",HW-OT-260,Carton,0,,,0,,,
OTM,"OT NARROW BUTT HINGES 505-B 2-1/2"" 10/1",HW-OT-138,Pack,0,,,0,,,
OTM,"OT NARROW BUTT HINGES 505-B 3"" 10/1",HW-OT-139,Pack,0,,,0,,,
OTM,"OT TOX 10 20/1",HW-OT-261,Pack,0,,,0,,,
OTM,"OT NICE PACKAGING TAPE 2"" LARGE CLEAR 10/1",HW-OT-140,Tube,0,,,0,,,
OTM,"OT TOX 5 20/1",HW-OT-262,Pack,0,,,0,,,
OTM,"OT NICE PACKAGING TAPE 2"" LARGE TAN 10/1",HW-OT-141,Tube,0,,,0,,,
OTM,"OT TOX 6 20/1",HW-OT-263,Pack,0,,,0,,,
OTM,"OT NICE PACKAGING TAPE 2"" MEDIUM CLEAR 10/1",HW-OT-142,Tube,0,,,0,,,
OTM,"OT NICE PACKAGING TAPE 2"" MEDIUM TAN 10/1",HW-OT-143,Tube,0,,,0,,,
OTM,"OT TOX 8 20/1",HW-OT-264,Pack,0,,,0,,,
OTM,"OT NICE PACKAGING TAPE 2"" SMALL CLEAR 10/1",HW-OT-144,Tube,0,,,0,,,
OTM,"OT TS800B FAULTLESS KNOBSET ANTIQUE BRASS 12/1",HW-OT-265,Carton,0,,,0,,,
OTM,"OT NICE PACKAGING TAPE 2"" SMALL TAN 10/1",HW-OT-145,Tube,0,,,0,,,
OTM,"OT NICHOLSON CHAINSAW FILE 3/16"" 12/1",HW-OT-146,Carton,0,,,0,,,
OTM,"OT TW800 FAULTLESS KNOBSET ANTIQUE BRASS 12/1",HW-OT-266,Carton,0,,,0,,,
OTM,"OT NICHOLSON CHAINSAW FILE 7/32"" 12/1",HW-OT-147,Carton,0,,,0,,,
OTM,"OT NIPPON CLEAR GLOSS VALSPAR 1/4L 48/1",HW-OT-148,Carton,0,,,0,,,
OTM,"OT NIPPON CLEAR GLOSS-VALSPAR 1L SUPER 12/1",HW-OT-149,Carton,0,,,0,,,
OTM,"OT TYROLIT (GRINDING) DEPRESS CENTER WHEEL 4"" 10/1",HW-OT-267,Carton,0,,,0,,,
OTM,"OT OMEGA GRINDING DEPRESS CENTER WHEEL 4"" METAL 25/1",HW-OT-150,Carton,0,,,0,,,
OTM,"OT OMEGA ACRYLON P. ROLLER WITH HANDLE (W/H) ""9"" 20/1",HW-OT-151,Pack,0,,,0,,,
OTM,"OT TYROLIT CUT OFF WHEEL 25/1 ",HW-OT-268,Carton,0,,,0,,,
OTM,"OT OMEGA CABLE TIE 3.6 X 140MM 5""",HW-OT-152,Pc,0,,,0,,,
OTM,"OT TYROLIT SUPER THIN CUT OFF WHEEL 4"" 25/1",HW-OT-269,Carton,0,,,0,,,
OTM,"OT OMEGA CABLE TIE 4.8 X 180MM 7""",HW-OT-153,Pc,0,,,0,,,
OTM,"OT UK GYPSUM SCREW 1 1/2"" WOOD",HW-OT-270,Carton,0,,,0,,,
OTM,"OT OMEGA CABLE TIE 4.8 X 200MM 8""",HW-OT-154,Pc,0,,,0,,,
OTM,"OT UK GYPSUM SCREW 1 1/4"" WOOD",HW-OT-271,Carton,0,,,0,,,
OTM,"OT UK GYPSUM SCREW 1"" WOOD",HW-OT-272,Carton,0,,,0,,,
OTM,"OT UK GYPSUM SCREW 2"" WOOD",HW-OT-273,Carton,0,,,0,,,
OTM,"OT OMEGA CABLE TIE 4.8 X 250MM 10""",HW-OT-155,Pc,0,,,0,,,
OTM,"OT UTILITY BOX PVC ORANGE 2 X 4 150/1",HW-OT-274,Carton,0,,,0,,,
OTM,"OT OMEGA CUTTING WHEEL THIN ""4"" 25/1",HW-OT-156,Carton,0,,,0,,,
OTM,"OT WATER METER CHINA 10/1",HW-OT-275," 170.00 ",0,,,0,,,
OTM,"OT WATER METER EVER 10/1",HW-OT-276,Carton,0,,,0,,,
OTM,"OT OMEGA DIAMOND CUTTING WHEEL CONTINOUS 10/1",HW-OT-157,Carton,0,,,0,,,
OTM,"OT OMEGA DIAMOND CUTTING WHEEL SEGMENTED 10/1",HW-OT-158,Carton,0,,,0,,,
OTM,"OT WD40 (12.9) (13.9) OZ 24/1",HW-OT-277,Carton,0,,,0,,,
OTM,"OT OMEGA DIAMOND CUTTING WHEEL TURBO 10/1",HW-OT-159,Carton,0,,,0,,,
OTM,"OT WD40 3.0 OZ 24/1",HW-OT-278,Carton,0,,,0,,,
OTM,"OT OMEGA FAUCET T-HANDLE PLAIN (8126) 12/1",HW-OT-160,Carton,0,,,0,,,
OTM,"OT WD40 6.5 OZ 24/1",HW-OT-279,Carton,0,,,0,,,
OTM,"OT OMEGA HAND RIVETER HEAVY DUTY",HW-OT-161,Pc,0,,,0,,,
OTM,"OT WD40 9.3 OZ 24/1",HW-OT-280,Carton,0,,,0,,,
OTM,"OT OMEGA JUNCTION BOX W/ COVER ORANGE 100/1",HW-OT-162,Carton,0,,,0,,,
OTM,"OT WEBER SP100 DISTINGUISHED SILVER 12/1",HW-OT-281,Carton,0,,,0,,,
OTM,"OT WEBER SP1001 FLOURESCENT RED 12/1",HW-OT-282,Carton,0,,,0,,,
OTM,"OT OMEGA PDX WIRE #12",HW-OT-163,Roll,0,,,0,,,
OTM,"OT WEBER SP1002 FLOURESCENT PINK 12/1",HW-OT-283,Carton,0,,,0,,,
OTM,"OT OMEGA ROLLER BRUSH COTTON 4"" W/O HANDLE (RR4006-G) 200/1",HW-OT-164,Carton,0,,,0,,,
OTM,"OT WEBER SP1003 FLOURESCENT GREEN 12/1",HW-OT-284,Carton,0,,,0,,,
OTM,"OT WEBER SP1004 FLOURESCENT BLUE  12/1",HW-OT-285,Carton,0,,,0,,,
OTM,"OT OMEGA ROLLER BRUSH COTTON SET 4"" RRR-4006 100/1",HW-OT-165,Carton,0,,,0,,,
OTM,"OT WEBER SP1005 FLOURESCENT YELLOW 12/1",HW-OT-286,Carton,0,,,0,,,
OTM,"OT WEBER SP1006 FLOURESCENT ORANGE 12/1",HW-OT-287,Carton,0,,,0,,,
OTM,"OT OMEGA ROLLER BRUSH FOAM 4"" W/O HANDLE (RR4001) 200/1",HW-OT-166,Carton,0,,,0,,,
OTM,"OT WEBER SP1013 FLOURESCENT VIOLET 12/1",HW-OT-289,Carton,0,,,0,,,
OTM,"OT OMEGA ROLLER BRUSH FOAM SET 4"" RRR-4001 100/1",HW-OT-167,Carton,0,,,0,,,
OTM,"OT WEBER SP1015 YAMAHA BLUE (12/1)",HW-OT-290,Carton,0,,,0,,,
OTM,"OT OMEGA TAILEE WELDED WIRE 1X3",HW-OT-168,Roll,0,,,0,,,
OTM,"OT WEBER SP1016 YAMAHA GREEN 12/1",HW-OT-291,Carton,0,,,0,,,
OTM,"OT OMEGA TAILEE WELDED WIRE 1X4",HW-OT-169,Roll,0,,,0,,,
OTM,"OT WEBER SP1200 HIGH HEAT BLACK 12/1",HW-OT-292,Carton,0,,,0,,,
OTM,"OT OMEGA THHN STRANDED WIRE 10/7 (3.5MM) BLACK",HW-OT-170,Roll,0,,,0,,,
OTM,"OT OMEGA THHN STRANDED WIRE 10/7 (3.5MM) RED",HW-OT-171,Roll,0,,,0,,,
OTM,"OT WEBER SP1300 HIGH HEAT SILVER 12/1",HW-OT-293,Carton,0,,,0,,,
OTM,"OT OMEGA THHN STRANDED WIRE 12/7 (3.5MM) BLACK",HW-OT-172,Roll,0,,,0,,,
OTM,"OT OMEGA THHN STRANDED WIRE 14/7 (3.5MM) BLUE/RED 4/1",HW-OT-173,Roll,0,,,0,,,
OTM,"OT WEBER SP13 FRESH GREEN 12/1",HW-OT-294,Carton,0,,,0,,,
OTM,"OT OMEGA UTILITY BOX ORANGE 100/1",HW-OT-174,Carton,0,,,0,,,
OTM,"OT WEBER SP133 DIAMOND BLUE 12/1",HW-OT-295,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #100 100/1",HW-OT-175,Ream,0,,,0,,,
