CATEGORY,"ITEM NAME","ITEM CODE",UOM,QUANTITY,"SUB COST PRICE","TOTAL COST PRICE",WPP,"STD PRICE TO TRADE","STD PRICE TO COD","PRICE TO DISTRIBUTORS"
OTM,"OT WEBER SP137 MAROON 12/1",HW-OT-296,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #1000 100/1",HW-OT-176,Ream,0,,,0,,,
OTM,"OT WEBER SP14 ORANGE 12/1",HW-OT-297,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #120 100/1",HW-OT-177,Ream,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #1200 100/1",HW-OT-178,Ream,0,,,0,,,
OTM,"OT WEBER SP142 ANTI-RUST BROWN 12/1",HW-OT-298,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #150 100/1",HW-OT-179,Ream,0,,,0,,,
OTM,"OT WEBER SP15 SKYBLUE 12/1",HW-OT-299," 57.00 ",0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #1500 100/1",HW-OT-180,Ream,0,,,0,,,
OTM,"OT WEBER SP176 FLASH GOLD MET FINISH 12/1",HW-OT-300,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #180 100/1",HW-OT-181,Ream,0,,,0,,,
OTM,"OT WEBER SP2567 FLASH VIOLET MET FINISH 12/1",HW-OT-304,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #220 100/1",HW-OT-182,Ream,0,,,0,,,
OTM,"OT WEBER SP190 ACRYLIC CLEAR 12/1",HW-OT-301,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #240 100/1",HW-OT-183,Ream,0,,,0,,,
OTM,"OT WEBER SP21 MEDIUM BLUE 12/1",HW-OT-302,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #280 100/1",HW-OT-184,Ream,0,,,0,,,
OTM,"OT WEBER SP25 MEDIUM YELLOW 12/1",HW-OT-303,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #36  100/1",HW-OT-185,Ream,0,,,0,,,
OTM,"OT WEBER SP27 LIGHT GREEN 12/1",HW-OT-305,Carton,0,,,0,,,
OTM,"OT WEBER SP28 DEEP BLUE 12/1",HW-OT-306,Carton,0,,,0,,,
OTM,"OT WEBER SP29 CHOCOLATE BROWN 12/1",HW-OT-307,Carton,0,,,0,,,
OTM,"OT WEBER SP30 PINK 12/1",HW-OT-308,Carton,0,,,0,,,
OTM,"OT WEBER SP301 GRAY 12/1",HW-OT-309,Carton,0,,,0,,,
OTM,"OT WEBER SP3012 CHROME COLOURS EFFECT 12/1",HW-OT-310,Carton,0,,,0,,,
OTM,"OT WEBER SP3049 CHROME COLOURS GOLD EFFECT 12/1",HW-OT-311,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #360 100/1",HW-OT-186,Ream,0,,,0,,,
OTM,"OT WEBER SP312 ISUZU BLUE 12/1",HW-OT-312," 57.00 ",0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #400 100/1",HW-OT-187,Ream,0,,,0,,,
OTM,"OT ADVANCE BARREL BOLT 2 1/2"" 12/1",HW-OT-001,Carton,0,,,0,,,
OTM,"OT WEBER SP36 BRIGHT SILVER 12/1",HW-OT-313,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #60 100/1",HW-OT-188,Ream,0,,,0,,,
OTM,"OT WEBER SP37 APPLE GREEN 12/1",HW-OT-314,Carton,0,,,0,,,
OTM,"OT ADVANCE BARREL BOLT 3"" 12/1",HW-OT-002,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #600 100/1",HW-OT-189,Ream,0,,,0,,,
OTM,"OT WEBER SP39 BLACK 12/1",HW-OT-315,Carton,0,,,0,,,
OTM,"OT WEBER SP4 FLAT BLACK 12/1",HW-OT-316,Carton,0,,,0,,,
OTM,"OT ADVANCE BARREL BOLT ""4 12/1",HW-OT-003,Carton,0,,,0,,,
OTM,"OT WEBER SP40 WHITE 12/1",HW-OT-317,Carton,0,,,0,,,
OTM,"OT ADVANCE BARREL BOLT 2"" 12/1",HW-OT-004,Carton,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #80 100/1",HW-OT-190,Ream,0,,,0,,,
OTM,"OT WEBER SP41 CANNARY YELLOW/ART YELLOW 12/1",HW-OT-318,Carton,0,,,0,,,
OTM,"OT ALLIED WIRE TW STRANDED #14 150M",HW-OT-005,Roll,0,,,0,,,
OTM,"OT OMEGA WATERPROOF SANDPAPER #800 100/1",HW-OT-191,Ream,0,,,0,,,
OTM,"OT WEBER SP6 RED 12/1",HW-OT-319,Carton,0,,,0,,,
OTM,"OT ANTI BORAX 1LB 24x450g ",HW-OT-006,Carton,0,,,0,,,
OTM,"OT WEBER SP61 BLACKISH GREEN 12/1",HW-OT-320,Carton,0,,,0,,,
OTM,"OT WEBER SP68 CATERPILLAR YELLOW 12/1",HW-OT-321,Carton,0,,,0,,,
OTM,"OT ANTON 1208 RING SPANNER 8X10 10/1",HW-OT-007,Carton,0,,,0,,,
OTM,"OT WEBER SP83 VIOLET 12/1",HW-OT-322,Carton,0,,,0,,,
OTM,"OT ANTON 1210 RING SPANNER 10X12 10/1",HW-OT-008,Carton,0,,,0,,,
OTM,"OT YALE DRAWER LOCK H9660 12/1",HW-OT-323,Carton,0,,,0,,,
OTM,"OT ANTON 1212 RING SPANNER 12X14 10/1",HW-OT-009,Carton,0,,,0,,,
OTM,"OT ORION HANDLE SOLID 168-5"" ORION 48/1",HW-OT-192,Carton,0,,,0,,,
OTM,"OT ANTON 1214 RING SPANNER 14X16 10/1",HW-OT-010,Carton,0,,,0,,,
OTM,"OT YALE PADLOCK 50MM V140B 6/1",HW-OT-324,Carton,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ CLEAN OUT 3"" 20/1",HW-SJ-009,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ CLEAN OUT 4"" 20/1",HW-SJ-010,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA BLUE PIPE 1/2"" ",HW-SJ-011,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA BLUE PIPE 3/4""",HW-SJ-012,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA BLUE PIPE 1""",HW-SJ-013,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA GREEN GARDEN HOSE 1/2""X 90MTRS",HW-SJ-014,Roll,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA HDPE BLUE PIPE SDR11 1/2""X100MTRS",HW-SJ-015,Roll,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA HDPE BLUE PIPE SDR11 1/2""X300MTRS",HW-SJ-016,Roll,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA JUNCTION BOX W/ COVER 100/1",HW-SJ-017,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA RED PIPE 1/2"" ",HW-SJ-018,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA RED PIPE 3/4""",HW-SJ-019,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA RED PIPE 1""",HW-SJ-020,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA SERIES 1000 ORANGE PIPE 2""",HW-SJ-021,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA SERIES 1000 ORANGE PIPE 3""",HW-SJ-022,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA SERIES1000 ORANGE PIPE 4""",HW-SJ-023,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA SERIES 600 ORANGE PIPE 2""",HW-SJ-024,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA SERIES 600 ORANGE PIPE 3""",HW-SJ-025,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA SERIES 600 ORANGE PIPE 4""",HW-SJ-026,Pc,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ OMEGA UTILITY BOX 100/1",HW-SJ-027,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE ELBOW 1/4X2"" 20/1",HW-SJ-028,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE ELBOW 1/4X3"" 10/1",HW-SJ-029,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE ELBOW 1/4X4"" 10/1",HW-SJ-030,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE ELBOW 1/8X3"" 10/1",HW-SJ-031,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE ELBOW 1/8X4"" 10/1",HW-SJ-032,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE TEE 2X2 10/1",HW-SJ-033,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE TEE 3X2 10/1",HW-SJ-034,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE TEE 3X3 10/1",HW-SJ-035,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE TEE 4X2 10/1",HW-SJ-036,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE TEE 4X3 10/1",HW-SJ-037,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE TEE 4X4 5/1",HW-SJ-038,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE WYE 2X2 10/1",HW-SJ-039,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE WYE 3X2 10/1",HW-SJ-040,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE WYE 3X3 10/1",HW-SJ-041,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE WYE 4X2 10/1",HW-SJ-042,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ ORANGE WYE 4X4 5/1",HW-SJ-043,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ RED SHORT ELBOW 1/2"" 50/1",HW-SJ-044,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ RED COUPLING 1/2"" 50/1",HW-SJ-045,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE ELBOW 1/2"" 50/1",HW-SJ-001,Pack,200,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE ELBOW 3/4"" 25/1",HW-SJ-002,Pack,200,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE ELBOW 1"" 20/1",HW-SJ-003,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE THREADED ELBOW 1/2"" 50/1",HW-SJ-004,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE TEE 1/2"" 50/1",HW-SJ-005,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE THREADED TEE 1/2"" 50/1",HW-SJ-006,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ BLUE COUPLING 1/2"" 50/1",HW-SJ-007,Pack,0,,,0,,,
"SOLIDJADE PRODUCTS","SJ CLEAN OUT 2"" 20/1",HW-SJ-008,Pack,0,,,0,,,
Specialties,"DJ ALL PURPOSE OIL 36X120ml",LB-MV-041,Carton,0,,,0,,,
Specialties,"DJ BRAKE FLUID 12X900ml",LB-MV-042,Carton,0,,,0,,,
Specialties,"DJ BRAKE FLUID 36X170ml",LB-MV-043,Carton,0,,,0,,,
Specialties,"DJ RADIATOR COOLANT 12X1L",LB-MV-044,Carton,0,,,0,,,
Specialties,"DJ RADIATOR COOLANT 18L",LB-MV-045,Pail,0,,,0,,,
Specialties,"DJ RADIATOR COOLANT 200L",LB-MV-046,Drum,0,,,0,,,
tires,"ds 22.5",tr-oz-001,pcs,4,,,110,,,
tires,"ds 825/70",tr-oz-002,PCS,10,,,125,,,
"Transmission Oils","DJ GEAR OIL GL-4 90 12X1L",LB-MV-030,Carton,0,,,0,,,
"Transmission Oils","DJ GEAR OIL GL-4 90 18L",LB-MV-031,Carton,0,,,0,,,
"Transmission Oils","DJ GEAR OIL GL-4 90 200L",LB-MV-032,Drum,0,,,0,,,
"Transmission Oils","DJ GEAR OIL GL-4 140 12X1L",LB-MV-033,Carton,0,,,0,,,
"Transmission Oils","DJ GEAR OIL GL-4 140 18L",LB-MV-034,Carton,0,,,0,,,
"Transmission Oils","DJ GEAR OIL GL-4 140 200L",LB-MV-035,Drum,0,,,0,,,
"Transmission Oils","DJ ATF DIII 12X1L",LB-MV-036,Carton,0,,,0,,,
"Transmission Oils",LB-MV-037,LB-MV-037,Pail,0,,,0,,,
"Transmission Oils","DJ ATF DIII 200L",LB-MV-038,Drum,0,,,0,,,
"Transmission Oils","DJ MP3 GREASE 15 kg",LB-MV-040,Pail,0,,,0,,,
"Transmission Oils","XENO GEAR OIL GL-4 90 18L",LB-IN-008,Pail,0,,,0,,,
"Transmission Oils","XENO GEAR OIL GL-4 140 200L",LB-IN-009,Drum,0,,,0,,,
"Transmission Oils","XENO GEAR OIL GL-4 140 200L",LB-IN-009,Drum,0,,,0,,,
